AAG ORDER NUMBER,CUSTOMER NAME,ORDER DATE PO RECEIVED,CUSTOMER ALT PO,AAG SEASON,CUSTOMER SEASON,DROP,MONTH,RANGE / COLLECTION,PROMO GROUP / CAMPAIGN (HOT 30/GLOBAL EDIT,CATEGORY,PATTERN ID,MAKE OR BUY,PLANNER,ORIGINAL ALIAS/RELATED ITEM,PRICING ALIAS/RELATED ITEM,ALIAS/RELATED ITEM,CUSTOMER STYLE,CUSTOMER''S COLOUR CODE (CUSTOM FIELD) CUSTOMER PROVIDES THIS,ACTIVE,All,Multiple Items,FACILITY CODE,BULK AGREEMENT NUMBER,Sum of TOTAL QTY,BULK AGREEMENT DESCRIPTION,CUSTOMER CODE,CO NUMBER - INITIAL DISTRO,CO NUMBER (INITIAL DISTRO),CO NUMBER (ALLOCATION DISTRO),CO NUMBER - ALLOCATION DISTRO,PO NUMBER,AAG SEASON CODE,INFOR MAKE/BUY CODE,PLANNER2,ITEM TYPE CODE,INFOR ITEM TYPE CODE,PRODUCT GROUP CODE,MAKE/BUY CODE,INFOR PRODUCT GROUP CODE,ITEM GROUP CODE,STYLE DESCRIPTION,INFOR ITEM GROUP CODE,GENDER GROUP CODE,INFOR GENDER GROUP CODE,FABRIC TYPE CODE,INFOR FABRIC TYPE CODE,CUSTOMER COLOUR DESCRIPTION,UNIT OF MEASURE,INFOR COLOUR CODE,XXXS,XXS,XS,S,S/M,M,M/L,L,L/XL,XL,XXL,XXXL,0,2,4,6,8,10,12,14,16,18,20,0-3M,3-6M,6-9M,9-12M,12-18M,18-24M,2T,3T,4T,5T,6T,30/30,30/32,32/30,32/32,34/30,34/32,36/30,36/32,32C,32D,32DD,34C,34D,34DD,36C,36D,36DD,OS,ONE SIZE,0w,10w,12w,1X,2/3,22,24,26,27,28,28-30L,29,2w,2X,2XL,30,30-30L,30-31L,30-32L,30X30,31,31/30,31/32,31-30L,31-31L,31-32L,31X30,32,32/34,32/36,32-30L,32-31L,32-32L,32DDD,32X30,33,33/30,33/32,33-30L,33-31L,33-32L,34,34/34,34-30L,34-31L,34-32L,34DDD,34X30,35,35/30,35/32,35-30L,35-31L,35-32L,36,36/34,36-30L,36-31L,36-32L,36DDD,36X30,38,38/30,38/32,38/34,38/36,38-30L,38-31L,38-32L,38C,38D,38DD,38DDD,38X30,3X,3XL,4/5,40,40/30,40/32,40-30L,40-31L,40X30,42,44,46,48,4w,4X,4XL,4XT,5,50,52,54,56,58,6/7,60,6w,7,8w,9,L(10-12),L(14-16),M(10-12),M(8-10),S(6-8),TOTAL QTY,ORDER TYPE,DESTINATION,DESTINATION WAREHOUSE,ALLOCATION (CHANNEL),SHOP NAME,COLLECTION DELIVERY,SHOP CODE,TRACKING NUMBER,ETA CUSTOMER WAREHOUSE DATE,EX FACTORY DATE,DELIVERY TERMS,PLANNED DELIVERY METHOD,DELIVERY CODE (MODL),NOTES,VALIDATION,VALIDATION2,VALIDATION3,VALIDATION4,CUSTOMER PRICE,USA ONLY LSTP 75% EX WORKS,EX WORKS (USD),ADMINISTRATION FEE,DESIGN FEE,FX CHARGE,HANDLING,PNP,SURCHARGE FEE,DISCOUNT,FINAL FOB (USD),HS CODE,US DUTY RATE,US DUTY,FREIGHT,US TARIFF RATE,US TARIFF,DDP US (USD),UK DUTY RATE,UK FREIGHT,UK INSURANCE,UK CIF,UK DUTY,DDP UK (USD),CAN DUTY RATE,CAN DUTY,DDP CAN (USD),SMS PRICE USD,FINAL PRICES Y/N,NOTES FOR PRICE,PRICING NOTES,Delta,Warehouse,ORTP (ORDER TYPE),Longson Alias,BUAR (BUSINESS AREA UNIT),ADID,record_uuid
GRE-02906,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LFA23K55,,,,,,,,,,,,,,3543,,,,,,,,,,HALLEY II QUARTER ZIP,,,,,,100 - ARCTIC,PCE,,,,11.0,0.0,,0.0,,0.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-03-15,DDP,AIR,,ADDED 20.09.23; AIR/SEA SPLIT ADDED & EX FACTORY DATE UPDATED 22.01.24,3543LFA23K55100 - ARCTIC28,,,,27.16,15.19,20.25,0.2,,0.61,0.1,,,,21.16,6110.30.30.59,0.32,4.86,,0.075,1.14,27.16,,,,,,,,,,40.74,y,PRICE ADDED 12.28,,,,,,,,CC1C6FAB-FE3D-404A-BDA3-DCBDB5EB9F49
GRE-02906,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LFA23K55,,,,,,,,,,,,,,3543,,,,,,,,,,HALLEY II QUARTER ZIP,,,,,,100 - ARCTIC,PCE,,,,67.0,280.0,,297.0,,230.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-03-15,DDP,SEA,,SEA SPLIT ADDED 22.01.24,3543LFA23K55100 - ARCTIC972,,,,27.16,15.19,20.25,0.2,,0.61,0.1,,,,21.16,6110.30.30.59,0.32,4.86,,0.075,1.14,27.16,,,,,,,,,,40.74,y,PRICE ADDED 12.28,,,,,,,,E8F979C0-F1C6-4270-9962-0C3FAABF240A
GRE-02907,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LFA23K55,,,,,,,,,,,,,,3543,,,,,,,,,,HALLEY II QUARTER ZIP,,,,,,418 - MIDNIGHT SKY,PCE,,,,0.0,0.0,,41.0,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-03-15,DDP,AIR,,ADDED 20.09.23; AIR/SEA SPLIT ADDED & EX FACTORY DATE UPDATED 22.01.24,3543LFA23K55418 - MIDNIGHT SKY75,,,,27.16,15.19,20.25,0.2,,0.61,0.1,,,,21.16,6110.30.30.59,0.32,4.86,,0.075,1.14,27.16,,,,,,,,,,40.74,y,PRICE ADDED 12.28,,,,,,,,356701A8-908B-444D-965C-AEDFBA3043A7
GRE-02907,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LFA23K55,,,,,,,,,,,,,,3543,,,,,,,,,,HALLEY II QUARTER ZIP,,,,,,418 - MIDNIGHT SKY,PCE,,,,96.0,287.0,,275.0,,194.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-03-15,DDP,SEA,,SEA SPLIT ADDED 22.01.24,3543LFA23K55418 - MIDNIGHT SKY925,,,,27.16,15.19,20.25,0.2,,0.61,0.1,,,,21.16,6110.30.30.59,0.32,4.86,,0.075,1.14,27.16,,,,,,,,,,40.74,y,PRICE ADDED 12.28,,,,,,,,1C603097-AA6D-459C-8032-4ED1980C8C33
GRE-02908,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LFA23K55M,,,,,,,,,,,,,,3543,,,,,,,,,,HALLEY II MELANGE QUARTER ZIP,,,,,,051 - SMOKE HEATHER,PCE,,,,59.0,193.0,,217.0,,121.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-02-02,DDP,SEA,,ADDED 20.09.23 ship mode updated 28.2.24,3543LFA23K55M051 - SMOKE HEATHER650,,,,32.2,18.11,24.14,0.2,,0.61,0.1,,,,25.05,6110.30.30.59,0.32,5.8,,0.075,1.36,32.2,,,,,,,,,,48.3,y,PRICE ADDED 12.28,,,,,,,,C82F20F2-B5EA-4FD2-9033-1616AFC8B226
GRE-02909,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP22O53,,,,,,,,,,,,,,3543,,,,,,,,,,SEQUOIA FULL ZIP,,,,,,001 - SHEPHERD,PCE,,,,33.0,,,,,50.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-02-02,DDP,AIR,,ADDED 20.09.23 qty & ship mode updated 28.2.24,3543LSP22O53001 - SHEPHERD97,,,,48.14,27.33,36.44,0.2,,0.61,0.1,,,,37.35,6110.30.30.59,0.32,8.75,,0.075,2.05,48.14,,,,,,,,,,72.21,y,PRICE ADDED 12.28,,,,,,,,900E67C4-C470-48A1-9502-4963C056E6CD
GRE-02909,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP22O53,,,,,,,,,,,,,,3543,,,,,,,,,,SEQUOIA FULL ZIP,,,,,,001 - SHEPHERD,PCE,,,,,67.0,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-02-02,DDP,SEA,,Added 28.2.24,3543LSP22O53001 - SHEPHERD153,,,,48.14,27.33,36.44,0.2,,0.61,0.1,,,,37.35,6110.30.30.59,0.32,8.75,,0.075,2.05,48.14,,,,,,,,,,72.21,y,PRICE ADDED 12.28,,,,,,,,84C975BB-39FC-4300-8092-6E3361D75A18
GRE-02910,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP23B05,,,,,,,,,,,,,,3543,,,,,,,,,,PHOENIX SKIRT WITH SHORTIE,,,,,,100 - ARCTIC,PCE,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-05,DDP,AIR,,"ADDED 20.09.23 qty, exfty & ship mode updated 7.12.23",3543LSP23B05100 - ARCTIC15,,,,23.97,14.71,19.61,0.2,,0.61,0.1,,,,20.52,6104.53.20.20,0.16,2.35,,0.075,1.1,23.97,,,,,,,,,,35.955,y,PRICE ADDED 12.28,,,,,,,,992F7DEF-7F50-44E5-80EA-657929E88BDE
GRE-02911,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP23B05,,,,,,,,,,,,,,3543,,,,,,,,,,PHOENIX SKIRT WITH SHORTIE,,,,,,100 - ARCTIC,PCE,,,,68.0,94.0,,83.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-05,DDP,SEA,,Added 7.12.23,3543LSP23B05100 - ARCTIC285,,,,23.97,14.71,19.61,0.2,,0.61,0.1,,,,20.52,6104.53.20.20,0.16,2.35,,0.075,1.1,23.97,,,,,,,,,,35.955,y,PRICE ADDED 12.28,,,,,,,,5090AA10-36CD-4A9F-9B1A-671241D5D696
GRE-02912,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP23B07,,,,,,,,,,,,,,3543,,,,,,,,,,"PHOENIX SKIRT 17"" WITH SHORTIE",,,,,,100 - ARCTIC,PCE,,,,28.0,50.0,,43.0,,58.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-05,DDP,SEA,,ADDED 20.09.23 exfty & ship mode updated 7.12.23,3543LSP23B07100 - ARCTIC200,,,,26.67,16.43,21.9,0.2,,0.61,0.1,,,,22.81,6104.53.20.20,0.16,2.63,,0.075,1.23,26.67,,,,,,,,,,40.005,y,PRICE ADDED 12.28,,,,,,,,CB48C953-2C84-4335-B93C-2A9FAE7F62BF
GRE-02913,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LFA22B31,,,,,,,,,,,,,,3543,,,,,,,,,,THE AMBER PANT,,,,,,100 - ARCTIC,PCE,,,,30.0,70.0,,60.0,,31.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-03-29,DDP,SEA,,ADDED 20.09.23; PLANNED DELIVERY METHOD & EX FACTORY DATE UPDATED 22.01.24; STYLE DESCRIPTION UPDATED 06.02.24,3543LFA22B31100 - ARCTIC200,,,,35.82,20.66,27.54,0.2,,0.61,0.1,,,,28.45,6104.63.20.06,0.282,5.83,,0.075,1.55,35.82,,,,,,,,,,53.73,y,PRICE ADDED 12.28,,,,,,,,619E513E-09E6-4A09-BAE8-0D43EB9DF408
GRE-02914,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP22B52,,,,,,,,,,,,,,3543,,,,,,,,,,PHOENIX JOGGER,,,,,,001 - SHEPHERD,PCE,,,,25.0,70.0,,60.0,,32.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-05,DDP,SEA,,ADDED 20.09.23 exfty & ship mode updated 7.12.23,3543LSP22B52001 - SHEPHERD200,,,,29.62,16.99,22.65,0.2,,0.61,0.1,,,,23.56,6104.63.20.06,0.282,4.79,,0.075,1.27,29.62,,,,,,,,,,44.43,y,PRICE ADDED 12.28,,,,,,,,8768F655-3D8F-4CE0-9D26-5046377D721D
GRE-02915,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP23B61,,,,,,,,,,,,,,3543,,,,,,,,,,PHOENIX ROMPER,,,,,,001 - SHEPHERD,PCE,,,,61.0,126.0,,105.0,,48.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-02-02,DDP,AIR/SEA SPLIT,,ADDED 20.09.23; STYLE DESCRIPTION UPDATED 14.11.23,3543LSP23B61001 - SHEPHERD350,,,,54.54,34.19,45.59,0.2,,0.61,0.1,,,,46.5,6114.30.30.54,0.149,5.09,,0.075,2.56,54.15,,,,,,,,,,81.225,y,PRICE ADDED 12.28,,,,,,,,ACA31270-73A8-4FE8-B912-142FF232CC48
GRE-02916,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LFA22B60,,,,,,,,,,,,,,3543,,,,,,,,,,PHOENIX JUMPSUIT,,,,,,001 - SHEPHERD,PCE,,,,38.0,70.0,,57.0,,30.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-09,DDP,AIR,,ADDED 20.09.23; STYLE DESCRIPTION UPDATED 14.11.23 exfty & ship mode updated 7.12.23,3543LFA22B60001 - SHEPHERD200,,,,66.71,42.26,56.34,0.2,,0.61,0.1,,,,57.25,6114.30.30.54,0.149,6.3,,0.075,3.17,66.72,,,,,,,,,,100.08,y,PRICE ADDED 12.28,,,,,,,,411A2661-5B26-47EE-8D0F-1320805505D5
GRE-02917,GREYSON CLOTHIERS,2023-09-19,,2024 SPRING,2024 SPRING,BASICS REORDER,,,,,,MANUFACTURED,,,,,LSP24B08,,,,,,,,,,,,,,3543,,,,,,,,,,LEO SKIRT,,,,,,100 - ARCTIC,PCE,,,,35.0,78.0,,81.0,,42.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-03-22,DDP,SEA,,ADDED 20.09.23; UPDATED SHIP MODE 27.09.23; CUSTOMER EX-FTY DATE UPDATED 10.10.23; UPDATED CUSTOMER EX FTY DATE 11.10.23,3543LSP24B08100 - ARCTIC250,,,,30.02,18.56,24.75,0.2,,0.61,0.1,,,,25.66,6204.53.30.10,0.16,2.97,,0.075,1.39,30.02,,,,,,,,,,45.03,y,PRICE ADDED 12.28,,,,,,,,AB3E9E4D-3349-41EF-8E58-4C2925F97AA2
GRE-02918,GREYSON CLOTHIERS,2023-09-21,,2024 SPRING,2024 SPRING,D2 CLASSICS REORDER,,,,,,MANUFACTURED,,,,,MCLSCO40,,,,,,,,,,,,,,3555,,,,,,,,,,YUKON X-LITE VEST,,,,,,417 - MALTESE BLUE,PCE,,,,,219.0,,980.0,,1205.0,,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-31,DDP,SEA,,"ADDED 22.09.23; DROP ADDED, RANGE/COLLECTION REMOVED 26.09.23 exfty updated 7.12.23",3555MCLSCO40417 - MALTESE BLUE3400,,,,,32.08,42.77,0.2,,0.61,0.1,,,,43.68,6201.40.35.20,0.149,4.78,,0.075,2.41,50.87,,,,,,,,,,76.305,y,PRICE ADDED 12.19,,,,,,,,F42CD799-D357-4647-BE95-C6C5719B0706
GRE-02919,GREYSON CLOTHIERS,2023-09-21,,2024 SPRING,2024 SPRING,D2 CLASSICS REORDER,,,,,,MANUFACTURED,,,,,MCLSCO50,,,,,,,,,,,,,,3555,,,,,,,,,,YUKON HYBRID JACKET,,,,,,417 - MALTESE BLUE,PCE,,,,,69.0,,310.0,,305.0,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-31,DDP,SEA,,"ADDED 22.09.23; DROP ADDED, RANGE/COLLECTION REMOVED 26.09.23 exfty updated 7.12.23",3555MCLSCO50417 - MALTESE BLUE1000,,,,,40.67,54.22,0.2,,0.61,0.1,,,,55.13,6201.40.75.11,0.277,11.27,,0.075,3.05,69.45,,,,,,,,,,104.175,y,PRICE ADDED 12.19,,,,,,,,0062271A-A1DF-4443-9941-E94FDAFFF499
GRE-02920,GREYSON CLOTHIERS,2023-09-21,,2024 SPRING,2024 SPRING,D2 CLASSICS REORDER,,,,,,MANUFACTURED,,,,,MCLSCB50,,,,,,,,,,,,,,3555,,,,,,,,,,MONTAUK JOGGER,,,,,,001 - SHEPHERD,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,53.0,,,,,,,150.0,,,,,,,,55.0,,,,,,233.0,,,,,,,48.0,,,,,,116.0,,,,,,,48.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-31,DDP,SEA,,"ADDED 22.09.23; DROP ADDED, RANGE/COLLECTION REMOVED 26.09.23",3555MCLSCB50001 - SHEPHERD800,,,,,20.35,27.13,0.2,,0.61,0.1,,,,28.04,6103.43.15.20,0.282,5.74,,0.075,1.53,35.31,,,,,,,,,,52.965,y,PRICE ADDED 12.19,,,,,,,,89F58CB4-552A-4BC9-AEAE-8173C5904A9D
GRE-02921,GREYSON CLOTHIERS,2023-09-21,,2024 SPRING,2024 SPRING,D2 CLASSICS REORDER,,,,,,MANUFACTURED,,,,,MCLSCB50,,,,,,,,,,,,,,3555,,,,,,,,,,MONTAUK JOGGER,,,,,,030 - STINGRAY,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,11.0,,,,,,,109.0,,,,,,,,4.0,,,,,,120.0,,,,,,,23.0,,,,,,96.0,,,,,,,55.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-31,DDP,SEA,,"ADDED 22.09.23; DROP ADDED, RANGE/COLLECTION REMOVED 26.09.23",3555MCLSCB50030 - STINGRAY500,,,,,20.35,27.13,0.2,,0.61,0.1,,,,28.04,6103.43.15.20,0.282,5.74,,0.075,1.53,35.31,,,,,,,,,,52.965,y,PRICE ADDED 12.19,,,,,,,,0348621A-EB28-48A0-A75B-FB59994CC7D3
GRE-02922,GREYSON CLOTHIERS,2023-09-21,,2024 SPRING,2024 SPRING,D2 CLASSICS REORDER,,,,,,MANUFACTURED,,,,,MCLSCB50,,,,,,,,,,,,,,3555,,,,,,,,,,MONTAUK JOGGER,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-31,DDP,AIR,,"ADDED 22.09.23; DROP ADDED, RANGE/COLLECTION REMOVED 26.09.23 qty, exfty & ship mode updated 7.12.23",3555MCLSCB50417 - MALTESE BLUE31,,,,,20.35,27.13,0.2,,0.61,0.1,,,,28.04,6103.43.15.20,0.282,5.74,,0.075,1.53,35.31,,,,,,,,,,52.965,y,PRICE ADDED 12.19,,,,,,,,C94AC2CF-8FE2-4B52-B289-56EEFA527573
GRE-02923,GREYSON CLOTHIERS,2023-09-21,,2024 SPRING,2024 SPRING,D2 CLASSICS REORDER,,,,,,MANUFACTURED,,,,,MCLSCB50,,,,,,,,,,,,,,3555,,,,,,,,,,MONTAUK JOGGER,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,66.0,,,,,,,240.0,,,,,,,,107.0,,,,,,289.0,,,,,,,36.0,,,,,,197.0,,,,,,,83.0,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.0,ACTIVE,"WHIPLASH, OH",,,,,,,2024-04-05,2024-01-31,DDP,SEA,,Added 7.12.23,3555MCLSCB50417 - MALTESE BLUE1169,,,,,20.35,27.13,0.2,,0.61,0.1,,,,28.04,6103.43.15.20,0.282,5.74,,0.075,1.53,35.31,,,,,,,,,,52.965,y,PRICE ADDED 12.19,,,,,,,,43777330-7B0E-4488-9BB1-4E22531FD14C
